node_id,vehicle_serial,date,time,POI,service,interval
2033,PC3925G,2017-09-5,2017-09-5T11:06:15.000Z,AS7,A1,2.17
2042,PC3738E,2017-09-5,2017-09-5T11:06:24.000Z,Opp NUSS,A2,0.28
2062,PC3931M,2017-09-5,2017-09-5T11:06:24.000Z,Opp University Health Centre,A1,13.0
2102,PC3769R,2017-09-5,2017-09-5T11:06:36.000Z,Prince George's Park Terminal,D2,7.0
2063,PC4068Z,2017-09-5,2017-09-5T11:06:49.000Z,Opp University Health Centre,D2,1.87
2063,PC4068Z,2017-09-5,2017-09-5T11:06:57.000Z,University Town,D2,0.0
2129,PC3867R,2017-09-5,2017-09-5T11:06:57.000Z,Opp UHall,A2,9.03
2027,PC3972U,2017-09-5,2017-09-5T11:07:02.000Z,Opp YIH,D1,1.02
2042,PC3738E,2017-09-5,2017-09-5T11:07:09.000Z,Opp NUSS,A2,1.0
2047,PC3787M,2017-09-5,2017-09-5T11:07:20.000Z,University Town,D1,6.95
2062,PC3931M,2017-09-5,2017-09-5T11:07:24.000Z,YIH,A1,13.0
2033,PC3925G,2017-09-5,2017-09-5T11:07:27.000Z,COM 2 (CP13),A1,1.0
2027,PC3972U,2017-09-5,2017-09-5T11:07:33.000Z,YIH,D1,0.55
2042,PC3738E,2017-09-5,2017-09-5T11:07:35.000Z,Computer Centre,A2,4.0
2042,PC3738E,2017-09-5,2017-09-5T11:07:40.000Z,COM 2 (CP13),A2,4.83
2063,PC4068Z,2017-09-5,2017-09-5T11:07:48.000Z,University Town,D2,16.58
2058,PC4009U,2017-09-5,2017-09-5T11:07:53.000Z,Kent Ridge Bus Terminal,C,8.0
2027,PC3972U,2017-09-5,2017-09-5T11:08:00.000Z,Museum,D1,2.65
2102,PC3769R,2017-09-5,2017-09-5T11:08:15.000Z,Car Park 11 (BIZ),D2,11.4
2047,PC3787M,2017-09-5,2017-09-5T11:08:27.000Z,YIH,D1,2.87
2063,PC4068Z,2017-09-5,2017-09-5T11:08:48.000Z,Opp University Health Centre,D2,13.0
2042,PC3738E,2017-09-5,2017-09-5T11:08:54.000Z,Opp NUSS,A2,4.82
2058,PC4009U,2017-09-5,2017-09-5T11:08:58.000Z,Computer Centre,C,7.68
2027,PC3972U,2017-09-5,2017-09-5T11:09:00.000Z,Opp YIH,D1,2.93
2029,PC3763G,2017-09-5,2017-09-5T11:09:00.000Z,Botanic Gardens MRT,BTC2,28.0
2129,PC3867R,2017-09-5,2017-09-5T11:09:04.000Z,S17,A2,9.0
2062,PC3931M,2017-09-5,2017-09-5T11:09:05.000Z,Central Library,A1,12.0
2063,PC4068Z,2017-09-5,2017-09-5T11:09:05.000Z,University Health Centre,D2,12.0
2033,PC3925G,2017-09-5,2017-09-5T11:09:06.000Z,AS7,A1,2.0
2033,PC3925G,2017-09-5,2017-09-5T11:09:40.000Z,COM 2 (CP13),A1,3.0
2063,PC4068Z,2017-09-5,2017-09-5T11:09:46.000Z,UHall,D2,11.0
2058,PC4009U,2017-09-5,2017-09-5T11:09:48.000Z,Opp YIH,C,5.85
2047,PC3787M,2017-09-5,2017-09-5T11:09:57.000Z,Computer Centre,D1,1.85
2063,PC4068Z,2017-09-5,2017-09-5T11:10:02.000Z,Opp UHall,D2,10.45
2060,PC4071M,2017-09-5,2017-09-5T11:10:07.000Z,Opp HSSML,D1,6.72
2129,PC3867R,2017-09-5,2017-09-5T11:10:10.000Z,Opp Kent Ridge MRT,A2,8.73
2042,PC3738E,2017-09-5,2017-09-5T11:10:24.000Z,Ventus (Opp LT13),A2,6.0
2047,PC3787M,2017-09-5,2017-09-5T11:10:25.000Z,Central Library,D1,3.0
2033,PC3925G,2017-09-5,2017-09-5T11:10:29.000Z,BIZ2,A1,5.48
2063,PC4068Z,2017-09-5,2017-09-5T11:10:36.000Z,LT29,D2,8.62
2060,PC4071M,2017-09-5,2017-09-5T11:10:37.000Z,COM 2 (CP13),D1,1.0
2025,PC3957P,2017-09-5,2017-09-5T11:10:46.000Z,Prince George's Park Terminal,A1,1.0
2062,PC3931M,2017-09-5,2017-09-5T11:10:47.000Z,LT13,A1,12.9
2058,PC4009U,2017-09-5,2017-09-5T11:10:48.000Z,Museum,C,0.0
2058,PC4009U,2017-09-5,2017-09-5T11:11:02.000Z,Raffles Hall,C,7.9
2077,PC4051X,2017-09-5,2017-09-5T11:11:04.000Z,Museum,BTC1,27.63
2060,PC4071M,2017-09-5,2017-09-5T11:11:10.000Z,Opp NUSS,D1,1.0
2047,PC3787M,2017-09-5,2017-09-5T11:11:17.000Z,Ventus (Opp LT13),D1,2.0
2058,PC4009U,2017-09-5,2017-09-5T11:11:20.000Z,Museum,C,6.0
2031,PC3785T,2017-09-5,2017-09-5T11:11:22.000Z,Prince George's Park Terminal,A2,5.62
2063,PC4068Z,2017-09-5,2017-09-5T11:11:27.000Z,S17,D2,7.62
2060,PC4071M,2017-09-5,2017-09-5T11:11:38.000Z,AS7,D1,1.18
2042,PC3738E,2017-09-5,2017-09-5T11:11:42.000Z,Computer Centre,A2,2.9
2025,PC3957P,2017-09-5,2017-09-5T11:11:49.000Z,Kent Ridge MRT,A1,0.0
2031,PC3785T,2017-09-5,2017-09-5T11:11:51.000Z,PGP Hse No. 14 and 15,A2,5.0
2033,PC3925G,2017-09-5,2017-09-5T11:11:52.000Z,PGP Hse No. 7,A1,14.0
2062,PC3931M,2017-09-5,2017-09-5T11:11:54.000Z,AS7,A1,2.3
2063,PC4068Z,2017-09-5,2017-09-5T11:11:57.000Z,Kent Ridge MRT,D2,3.0
2077,PC4051X,2017-09-5,2017-09-5T11:11:59.000Z,YIH,BTC1,27.4
2027,PC3972U,2017-09-5,2017-09-5T11:12:09.000Z,Museum,D1,5.9
2031,PC3785T,2017-09-5,2017-09-5T11:12:10.000Z,PGP Hse No. 12,A2,5.65
2033,PC3925G,2017-09-5,2017-09-5T11:12:13.000Z,Prince George's Park Terminal,A1,3.0
2047,PC3787M,2017-09-5,2017-09-5T11:12:14.000Z,LT13,D1,9.0
2060,PC4071M,2017-09-5,2017-09-5T11:12:15.000Z,Computer Centre,D1,1.0
2129,PC3867R,2017-09-5,2017-09-5T11:12:18.000Z,PGPR,A2,10.17
2027,PC3972U,2017-09-5,2017-09-5T11:12:31.000Z,YIH,D1,3.95
2063,PC4068Z,2017-09-5,2017-09-5T11:12:34.000Z,Opp Kent Ridge MRT,D2,1.58
2042,PC3738E,2017-09-5,2017-09-5T11:12:39.000Z,Opp YIH,A2,1.0
2058,PC4009U,2017-09-5,2017-09-5T11:12:49.000Z,Opp University Health Centre,C,7.0
2027,PC3972U,2017-09-5,2017-09-5T11:12:52.000Z,Opp YIH,D1,0.78
2031,PC3785T,2017-09-5,2017-09-5T11:13:02.000Z,Opp HSSML,A2,5.35
2047,PC3787M,2017-09-5,2017-09-5T11:13:02.000Z,AS7,D1,1.0
2058,PC4009U,2017-09-5,2017-09-5T11:13:08.000Z,University Health Centre,C,6.0
2062,PC3931M,2017-09-5,2017-09-5T11:13:15.000Z,COM 2 (CP13),A1,1.0
2060,PC4071M,2017-09-5,2017-09-5T11:13:17.000Z,Opp NUSS,D1,1.0
2042,PC3738E,2017-09-5,2017-09-5T11:13:33.000Z,Museum,A2,5.65
2077,PC4051X,2017-09-5,2017-09-5T11:13:37.000Z,Central Library,BTC1,27.0
2027,PC3972U,2017-09-5,2017-09-5T11:13:43.000Z,Opp YIH,D1,1.0
2031,PC3785T,2017-09-5,2017-09-5T11:13:43.000Z,COM 2 (CP13),A2,1.0
2027,PC3972U,2017-09-5,2017-09-5T11:13:57.000Z,Computer Centre,D1,6.58
2058,PC4009U,2017-09-5,2017-09-5T11:14:02.000Z,UHall,C,5.72
2031,PC3785T,2017-09-5,2017-09-5T11:14:15.000Z,Opp NUSS,A2,0.28
2047,PC3787M,2017-09-5,2017-09-5T11:14:20.000Z,COM 2 (CP13),D1,1.0
2058,PC4009U,2017-09-5,2017-09-5T11:14:20.000Z,Opp UHall,C,4.27
2027,PC3972U,2017-09-5,2017-09-5T11:14:24.000Z,Central Library,D1,8.0
2060,PC4071M,2017-09-5,2017-09-5T11:14:35.000Z,Ventus (Opp LT13),D1,9.0
2043,PC4038K,2017-09-5,2017-09-5T11:14:45.000Z,Prince George's Park Terminal,D2,3.0
2042,PC3738E,2017-09-5,2017-09-5T11:14:51.000Z,Opp YIH,A2,4.72
2058,PC4009U,2017-09-5,2017-09-5T11:14:59.000Z,LT29,C,1.0
2062,PC3931M,2017-09-5,2017-09-5T11:15:00.000Z,AS7,A1,10.0
2031,PC3785T,2017-09-5,2017-09-5T11:15:07.000Z,Opp NUSS,A2,1.0
2043,PC4038K,2017-09-5,2017-09-5T11:15:09.000Z,PGPR,D2,6.68
2047,PC3787M,2017-09-5,2017-09-5T11:15:24.000Z,Opp NUSS,D1,0.7
2031,PC3785T,2017-09-5,2017-09-5T11:15:32.000Z,Computer Centre,A2,3.0
2077,PC4051X,2017-09-5,2017-09-5T11:15:32.000Z,LT13,BTC1,27.0
2062,PC3931M,2017-09-5,2017-09-5T11:15:35.000Z,COM 2 (CP13),A1,10.0
2031,PC3785T,2017-09-5,2017-09-5T11:15:36.000Z,COM 2 (CP13),A2,3.0
2043,PC4038K,2017-09-5,2017-09-5T11:15:38.000Z,Kent Ridge MRT,D2,0.75
2042,PC3738E,2017-09-5,2017-09-5T11:15:55.000Z,University Health Centre,A2,5.67
2047,PC3787M,2017-09-5,2017-09-5T11:15:58.000Z,AS7,D1,1.85
2058,PC4009U,2017-09-5,2017-09-5T11:16:13.000Z,S17,C,0.0
2077,PC4051X,2017-09-5,2017-09-5T11:16:15.000Z,AS7,BTC1,27.42
2062,PC3931M,2017-09-5,2017-09-5T11:16:27.000Z,BIZ2,A1,13.55
2031,PC3785T,2017-09-5,2017-09-5T11:16:31.000Z,Opp NUSS,A2,3.0
2032,PC3876P,2017-09-5,2017-09-5T11:16:35.000Z,Kent Ridge Bus Terminal,B1,21.0
2047,PC3787M,2017-09-5,2017-09-5T11:16:39.000Z,Opp NUSS,D1,0.1
2074,PC3880B,2017-09-5,2017-09-5T11:16:43.000Z,Kent Ridge Bus Terminal,C,7.83
2047,PC3787M,2017-09-5,2017-09-5T11:16:55.000Z,COM 2 (CP13),D1,0.0
2027,PC3972U,2017-09-5,2017-09-5T11:17:00.000Z,Opp NUSS,D1,5.0
2042,PC3738E,2017-09-5,2017-09-5T11:17:00.000Z,Opp UHall,A2,5.53
2043,PC4038K,2017-09-5,2017-09-5T11:17:15.000Z,Opp Kent Ridge MRT,D2,3.0
2047,PC3787M,2017-09-5,2017-09-5T11:17:19.000Z,Opp HSSML,D1,2.4
2025,PC3957P,2017-09-5,2017-09-5T11:17:21.000Z,LT29,A1,0.62
2058,PC4009U,2017-09-5,2017-09-5T11:17:23.000Z,S17,C,5.3
2052,PC4032B,2017-09-5,2017-09-5T11:17:27.000Z,Prince George's Park Terminal,A2,5.48
2027,PC3972U,2017-09-5,2017-09-5T11:17:28.000Z,COM 2 (CP13),D1,3.0
2074,PC3880B,2017-09-5,2017-09-5T11:17:28.000Z,Computer Centre,C,19.9
2038,PC3940L,2017-09-5,2017-09-5T11:17:39.000Z,Kent Ridge MRT,A1,4.0
2047,PC3787M,2017-09-5,2017-09-5T11:17:39.000Z,BIZ2,D1,2.52
2060,PC4071M,2017-09-5,2017-09-5T11:17:39.000Z,YIH,D1,1.0
2031,PC3785T,2017-09-5,2017-09-5T11:17:49.000Z,Ventus (Opp LT13),A2,5.0
2052,PC4032B,2017-09-5,2017-09-5T11:17:53.000Z,PGP Hse No. 14 and 15,A2,5.0
2058,PC4009U,2017-09-5,2017-09-5T11:17:53.000Z,LT29,C,3.0
2077,PC4051X,2017-09-5,2017-09-5T11:17:55.000Z,BIZ2,BTC1,27.0
2062,PC3931M,2017-09-5,2017-09-5T11:17:57.000Z,Prince George's Park Terminal,A1,1.65
2074,PC3880B,2017-09-5,2017-09-5T11:18:07.000Z,Opp YIH,C,1.05
2052,PC4032B,2017-09-5,2017-09-5T11:18:09.000Z,PGP Hse No. 12,A2,5.43
2060,PC4071M,2017-09-5,2017-09-5T11:18:11.000Z,Museum,D1,0.0
2043,PC4038K,2017-09-5,2017-09-5T11:18:19.000Z,Kent Ridge MRT,D2,1.0
2063,PC4068Z,2017-09-5,2017-09-5T11:18:37.000Z,Prince George's Park Terminal,D2,0.0
2031,PC3785T,2017-09-5,2017-09-5T11:18:41.000Z,Computer Centre,A2,1.9
2042,PC3738E,2017-09-5,2017-09-5T11:18:47.000Z,S17,A2,5.0
2027,PC3972U,2017-09-5,2017-09-5T11:18:50.000Z,AS7,D1,5.0
2029,PC3763G,2017-09-5,2017-09-5T11:18:57.000Z,Museum,BTC2,1.0
2074,PC3880B,2017-09-5,2017-09-5T11:18:58.000Z,Museum,C,2.17
2052,PC4032B,2017-09-5,2017-09-5T11:19:03.000Z,Opp HSSML,A2,5.0
2074,PC3880B,2017-09-5,2017-09-5T11:19:13.000Z,Raffles Hall,C,2.95
2058,PC4009U,2017-09-5,2017-09-5T11:19:14.000Z,Opp UHall,C,1.0
2032,PC3876P,2017-09-5,2017-09-5T11:19:18.000Z,Central Library,B1,6.65
2060,PC4071M,2017-09-5,2017-09-5T11:19:18.000Z,Opp YIH,D1,4.0
2029,PC3763G,2017-09-5,2017-09-5T11:19:19.000Z,EA,BTC2,18.63
2038,PC3940L,2017-09-5,2017-09-5T11:19:19.000Z,LT29,A1,6.0
2060,PC4071M,2017-09-5,2017-09-5T11:19:22.000Z,YIH,D1,3.0
2060,PC4071M,2017-09-5,2017-09-5T11:19:27.000Z,University Town,D1,0.0
2043,PC4038K,2017-09-5,2017-09-5T11:19:33.000Z,S17,D2,3.0
2031,PC3785T,2017-09-5,2017-09-5T11:19:37.000Z,Opp YIH,A2,1.0
2032,PC3876P,2017-09-5,2017-09-5T11:19:37.000Z,Computer Centre,B1,5.0
2079,PC3849T,2017-09-5,2017-09-5T11:19:37.000Z,Prince George's Park Terminal,D2,6.0
2060,PC4071M,2017-09-5,2017-09-5T11:19:38.000Z,Museum,D1,2.47
2025,PC3957P,2017-09-5,2017-09-5T11:19:47.000Z,UHall,A1,0.0
2052,PC4032B,2017-09-5,2017-09-5T11:19:52.000Z,COM 2 (CP13),A2,3.0
2074,PC3880B,2017-09-5,2017-09-5T11:20:00.000Z,Opp YIH,C,2.0
2027,PC3972U,2017-09-5,2017-09-5T11:20:02.000Z,Opp HSSML,D1,5.32
2058,PC4009U,2017-09-5,2017-09-5T11:20:02.000Z,UHall,C,1.0
2043,PC4038K,2017-09-5,2017-09-5T11:20:03.000Z,LT29,D2,3.0
2042,PC3738E,2017-09-5,2017-09-5T11:20:05.000Z,Opp Kent Ridge MRT,A2,3.0
2063,PC4068Z,2017-09-5,2017-09-5T11:20:06.000Z,Car Park 11 (BIZ),D2,17.0
2029,PC3763G,2017-09-5,2017-09-5T11:20:12.000Z,Museum,BTC2,0.27
2058,PC4009U,2017-09-5,2017-09-5T11:20:18.000Z,University Health Centre,C,5.0
2038,PC3940L,2017-09-5,2017-09-5T11:20:19.000Z,Prince George's Park Terminal,A1,1.72
2052,PC4032B,2017-09-5,2017-09-5T11:20:19.000Z,Opp NUSS,A2,3.3
2032,PC3876P,2017-09-5,2017-09-5T11:20:22.000Z,Opp YIH,B1,0.48
2025,PC3957P,2017-09-5,2017-09-5T11:20:25.000Z,Opp University Health Centre,A1,0.0
2077,PC4051X,2017-09-5,2017-09-5T11:20:25.000Z,PGPR,BTC1,28.35
2027,PC3972U,2017-09-5,2017-09-5T11:20:28.000Z,BIZ2,D1,10.55
2031,PC3785T,2017-09-5,2017-09-5T11:20:29.000Z,Museum,A2,4.87
2074,PC3880B,2017-09-5,2017-09-5T11:20:32.000Z,Opp University Health Centre,C,5.0
2079,PC3849T,2017-09-5,2017-09-5T11:20:35.000Z,Kent Ridge MRT,D2,0.52
2032,PC3876P,2017-09-5,2017-09-5T11:20:41.000Z,YIH,B1,2.83
2038,PC3940L,2017-09-5,2017-09-5T11:20:56.000Z,UHall,A1,7.0
2043,PC4038K,2017-09-5,2017-09-5T11:21:02.000Z,Opp UHall,D2,3.65
2029,PC3763G,2017-09-5,2017-09-5T11:21:03.000Z,Museum,BTC2,27.8
2032,PC3876P,2017-09-5,2017-09-5T11:21:09.000Z,Opp YIH,B1,3.0
2025,PC3957P,2017-09-5,2017-09-5T11:21:18.000Z,YIH,A1,7.7
2032,PC3876P,2017-09-5,2017-09-5T11:21:28.000Z,University Town,B1,0.0
2074,PC3880B,2017-09-5,2017-09-5T11:21:28.000Z,UHall,C,4.52
2038,PC3940L,2017-09-5,2017-09-5T11:21:29.000Z,Opp University Health Centre,A1,7.0
2052,PC4032B,2017-09-5,2017-09-5T11:21:30.000Z,Computer Centre,A2,4.0
2031,PC3785T,2017-09-5,2017-09-5T11:21:33.000Z,Opp YIH,A2,4.82
2060,PC4071M,2017-09-5,2017-09-5T11:21:40.000Z,University Town,D1,0.0
2043,PC4038K,2017-09-5,2017-09-5T11:21:41.000Z,UHall,D2,4.22
2074,PC3880B,2017-09-5,2017-09-5T11:21:43.000Z,Opp UHall,C,3.0
2032,PC3876P,2017-09-5,2017-09-5T11:21:52.000Z,University Town,B1,18.0
2079,PC3849T,2017-09-5,2017-09-5T11:21:54.000Z,Opp Kent Ridge MRT,D2,5.92
2043,PC4038K,2017-09-5,2017-09-5T11:21:55.000Z,University Health Centre,D2,4.0
2024,PC3947T,2017-09-5,2017-09-5T11:22:02.000Z,Prince George's Park Terminal,A1,5.0
2058,PC4009U,2017-09-5,2017-09-5T11:22:04.000Z,Opp YIH,C,5.98
2058,PC4009U,2017-09-5,2017-09-5T11:22:09.000Z,Museum,C,5.87
2060,PC4071M,2017-09-5,2017-09-5T11:22:14.000Z,Museum,D1,9.0
2043,PC4038K,2017-09-5,2017-09-5T11:22:16.000Z,Opp University Health Centre,D2,3.7
2060,PC4071M,2017-09-5,2017-09-5T11:22:20.000Z,University Town,D1,10.0
2058,PC4009U,2017-09-5,2017-09-5T11:22:21.000Z,Raffles Hall,C,5.0
2031,PC3785T,2017-09-5,2017-09-5T11:22:22.000Z,University Health Centre,A2,6.1
2074,PC3880B,2017-09-5,2017-09-5T11:22:24.000Z,LT29,C,1.0
2079,PC3849T,2017-09-5,2017-09-5T11:22:24.000Z,Kent Ridge MRT,D2,4.0
2060,PC4071M,2017-09-5,2017-09-5T11:22:34.000Z,YIH,D1,7.28
2024,PC3947T,2017-09-5,2017-09-5T11:22:53.000Z,Kent Ridge MRT,A1,2.0
2025,PC3957P,2017-09-5,2017-09-5T11:22:57.000Z,Central Library,A1,7.0
2058,PC4009U,2017-09-5,2017-09-5T11:23:06.000Z,EA,C,25.0
2042,PC3738E,2017-09-5,2017-09-5T11:23:07.000Z,PGPR,A2,4.88
2074,PC3880B,2017-09-5,2017-09-5T11:23:10.000Z,S17,C,0.0
2031,PC3785T,2017-09-5,2017-09-5T11:23:14.000Z,Opp UHall,A2,6.25
2043,PC4038K,2017-09-5,2017-09-5T11:23:17.000Z,Museum,D2,0.0
2029,PC3763G,2017-09-5,2017-09-5T11:23:18.000Z,Kent Ridge Bus Terminal,BTC2,19.0
2129,PC3867R,2017-09-5,2017-09-5T11:23:21.000Z,Prince George's Park Terminal,A2,12.28
2052,PC4032B,2017-09-5,2017-09-5T11:23:31.000Z,Ventus (Opp LT13),A2,4.0
2079,PC3849T,2017-09-5,2017-09-5T11:23:37.000Z,S17,D2,6.0
2060,PC4071M,2017-09-5,2017-09-5T11:23:45.000Z,Opp YIH,D1,6.0
2129,PC3867R,2017-09-5,2017-09-5T11:23:48.000Z,PGP Hse No. 14 and 15,A2,12.68
2074,PC3880B,2017-09-5,2017-09-5T11:23:49.000Z,S17,C,21.0
2047,PC3787M,2017-09-5,2017-09-5T11:23:52.000Z,COM 2 (CP13),D1,1.0
2060,PC4071M,2017-09-5,2017-09-5T11:24:02.000Z,Computer Centre,D1,2.0
2129,PC3867R,2017-09-5,2017-09-5T11:24:04.000Z,PGP Hse No. 12,A2,12.6
2079,PC3849T,2017-09-5,2017-09-5T11:24:09.000Z,LT29,D2,5.0
2032,PC3876P,2017-09-5,2017-09-5T11:24:17.000Z,YIH,B1,0.0
2074,PC3880B,2017-09-5,2017-09-5T11:24:21.000Z,LT29,C,18.92
2047,PC3787M,2017-09-5,2017-09-5T11:24:23.000Z,Opp NUSS,D1,1.0
2032,PC3876P,2017-09-5,2017-09-5T11:24:26.000Z,Opp YIH,B1,15.72
2060,PC4071M,2017-09-5,2017-09-5T11:24:32.000Z,Central Library,D1,3.95
2043,PC4038K,2017-09-5,2017-09-5T11:24:34.000Z,University Town,D2,4.0
2031,PC3785T,2017-09-5,2017-09-5T11:24:36.000Z,S17,A2,6.47
2032,PC3876P,2017-09-5,2017-09-5T11:24:38.000Z,YIH,B1,16.92
2047,PC3787M,2017-09-5,2017-09-5T11:24:43.000Z,AS7,D1,1.47
2025,PC3957P,2017-09-5,2017-09-5T11:24:47.000Z,LT13,A1,7.0
2058,PC4009U,2017-09-5,2017-09-5T11:24:47.000Z,Kent Ridge Bus Terminal,C,5.63
2129,PC3867R,2017-09-5,2017-09-5T11:24:52.000Z,Opp HSSML,A2,12.0
2060,PC4071M,2017-09-5,2017-09-5T11:25:17.000Z,Ventus (Opp LT13),D1,2.58
2079,PC3849T,2017-09-5,2017-09-5T11:25:19.000Z,Opp UHall,D2,3.0
2074,PC3880B,2017-09-5,2017-09-5T11:25:25.000Z,Opp UHall,C,17.0
2129,PC3867R,2017-09-5,2017-09-5T11:25:35.000Z,COM 2 (CP13),A2,1.0
2025,PC3957P,2017-09-5,2017-09-5T11:25:40.000Z,AS7,A1,1.77
2052,PC4032B,2017-09-5,2017-09-5T11:25:40.000Z,Computer Centre,A2,4.0
2031,PC3785T,2017-09-5,2017-09-5T11:25:41.000Z,Opp Kent Ridge MRT,A2,5.0
2060,PC4071M,2017-09-5,2017-09-5T11:25:43.000Z,LT13,D1,1.0
2032,PC3876P,2017-09-5,2017-09-5T11:25:45.000Z,Computer Centre,B1,13.98
2129,PC3867R,2017-09-5,2017-09-5T11:26:05.000Z,Opp NUSS,A2,0.0
2079,PC3849T,2017-09-5,2017-09-5T11:26:07.000Z,UHall,D2,3.0
2074,PC3880B,2017-09-5,2017-09-5T11:26:13.000Z,UHall,C,16.82
2032,PC3876P,2017-09-5,2017-09-5T11:26:15.000Z,Central Library,B1,13.0
2052,PC4032B,2017-09-5,2017-09-5T11:26:24.000Z,Museum,A2,5.0
2079,PC3849T,2017-09-5,2017-09-5T11:26:24.000Z,University Health Centre,D2,1.87
2052,PC4032B,2017-09-5,2017-09-5T11:26:25.000Z,Opp YIH,A2,0.97
2060,PC4071M,2017-09-5,2017-09-5T11:26:25.000Z,AS7,D1,1.48
2043,PC4038K,2017-09-5,2017-09-5T11:26:28.000Z,Opp University Health Centre,D2,0.92
2047,PC3787M,2017-09-5,2017-09-5T11:26:31.000Z,Opp NUSS,D1,1.0
2074,PC3880B,2017-09-5,2017-09-5T11:26:31.000Z,University Health Centre,C,15.62
2024,PC3947T,2017-09-5,2017-09-5T11:26:46.000Z,LT29,A1,3.0
2129,PC3867R,2017-09-5,2017-09-5T11:26:46.000Z,Opp NUSS,A2,1.0
2074,PC3880B,2017-09-5,2017-09-5T11:26:53.000Z,Opp University Health Centre,C,14.58
2075,PA2A,2017-09-5,2017-09-5T11:26:55.000Z,Prince George's Park Terminal,D2,3.0
2025,PC3957P,2017-09-5,2017-09-5T11:26:56.000Z,COM 2 (CP13),A1,0.8
2129,PC3867R,2017-09-5,2017-09-5T11:27:13.000Z,COM 2 (CP13),A2,10.0
2075,PA2A,2017-09-5,2017-09-5T11:27:15.000Z,PGPR,D2,4.35
2060,PC4071M,2017-09-5,2017-09-5T11:27:33.000Z,Computer Centre,D1,0.87
2060,PC4071M,2017-09-5,2017-09-5T11:27:36.000Z,COM 2 (CP13),D1,0.83
2032,PC3876P,2017-09-5,2017-09-5T11:27:37.000Z,LT13,B1,23.0
2075,PA2A,2017-09-5,2017-09-5T11:27:43.000Z,Kent Ridge MRT,D2,0.0
2033,PC3925G,2017-09-5,2017-09-5T11:27:45.000Z,Prince George's Park Terminal,A1,4.0
2047,PC3787M,2017-09-5,2017-09-5T11:27:52.000Z,LT13,D1,5.0
2079,PC3849T,2017-09-5,2017-09-5T11:27:56.000Z,Museum,D2,0.0
2074,PC3880B,2017-09-5,2017-09-5T11:28:07.000Z,Opp YIH,C,10.0
2052,PC4032B,2017-09-5,2017-09-5T11:28:10.000Z,Opp YIH,A2,4.0
2074,PC3880B,2017-09-5,2017-09-5T11:28:12.000Z,Museum,C,11.9
2047,PC3787M,2017-09-5,2017-09-5T11:28:17.000Z,Ventus (Opp LT13),D1,4.0
2079,PC3849T,2017-09-5,2017-09-5T11:28:17.000Z,Museum,D2,3.0
2032,PC3876P,2017-09-5,2017-09-5T11:28:18.000Z,AS7,B1,24.65
2075,PA2A,2017-09-5,2017-09-5T11:28:18.000Z,Opp Kent Ridge MRT,D2,3.77
2043,PC4038K,2017-09-5,2017-09-5T11:28:19.000Z,Opp University Health Centre,D2,2.0
2129,PC3867R,2017-09-5,2017-09-5T11:28:19.000Z,Opp NUSS,A2,10.42
2074,PC3880B,2017-09-5,2017-09-5T11:28:27.000Z,Raffles Hall,C,11.65
2043,PC4038K,2017-09-5,2017-09-5T11:28:36.000Z,University Health Centre,D2,6.0
2025,PC3957P,2017-09-5,2017-09-5T11:28:39.000Z,AS7,A1,0.1
2033,PC3925G,2017-09-5,2017-09-5T11:28:43.000Z,Kent Ridge MRT,A1,0.0
2060,PC4071M,2017-09-5,2017-09-5T11:28:47.000Z,Opp NUSS,D1,0.0
2024,PC3947T,2017-09-5,2017-09-5T11:28:50.000Z,UHall,A1,4.0
2075,PA2A,2017-09-5,2017-09-5T11:28:55.000Z,Kent Ridge MRT,D2,1.0
2031,PC3785T,2017-09-5,2017-09-5T11:29:00.000Z,PGPR,A2,5.68
2038,PC3940L,2017-09-5,2017-09-5T11:29:05.000Z,AS7,A1,4.67
2052,PC4032B,2017-09-5,2017-09-5T11:29:05.000Z,University Health Centre,A2,5.93
2027,PC3972U,2017-09-5,2017-09-5T11:29:10.000Z,Opp HSSML,D1,0.9
2047,PC3787M,2017-09-5,2017-09-5T11:29:13.000Z,Central Library,D1,5.0
2025,PC3957P,2017-09-5,2017-09-5T11:29:17.000Z,COM 2 (CP13),A1,4.98
2060,PC4071M,2017-09-5,2017-09-5T11:29:20.000Z,AS7,D1,4.85
2024,PC3947T,2017-09-5,2017-09-5T11:29:22.000Z,Opp University Health Centre,A1,4.0
2043,PC4038K,2017-09-5,2017-09-5T11:29:30.000Z,UHall,D2,3.0
2129,PC3867R,2017-09-5,2017-09-5T11:29:33.000Z,Ventus (Opp LT13),A2,12.57
2027,PC3972U,2017-09-5,2017-09-5T11:29:36.000Z,COM 2 (CP13),D1,4.0
2032,PC3876P,2017-09-5,2017-09-5T11:29:38.000Z,BIZ2,B1,25.22
2060,PC4071M,2017-09-5,2017-09-5T11:29:42.000Z,Opp NUSS,D1,4.73
2043,PC4038K,2017-09-5,2017-09-5T11:29:43.000Z,Opp UHall,D2,0.88
2033,PC3925G,2017-09-5,2017-09-5T11:29:58.000Z,Kent Ridge MRT,A1,2.0
2052,PC4032B,2017-09-5,2017-09-5T11:30:01.000Z,Opp UHall,A2,5.98
2024,PC3947T,2017-09-5,2017-09-5T11:30:02.000Z,YIH,A1,3.95
2075,PA2A,2017-09-5,2017-09-5T11:30:14.000Z,S17,D2,0.57
2043,PC4038K,2017-09-5,2017-09-5T11:30:21.000Z,Prince George's Park Terminal,D2,2.0
